GEOID,Asthma_prev,nearest_hw_dist_m,hw_count_5km
1400000US37055970101,7.9,2460.890221369138,1
1400000US37045950602,10.7,484.50774410036905,1
1400000US37051000600,9.6,1246.4168527840975,28
1400000US37019020102,9.2,3651.7987400544503,3
1400000US37063001802,11.6,1227.377702185995,14
1400000US37015960300,11.9,8950.834479449633,0
1400000US37019020510,9.0,938.027235038178,1
1400000US37031970902,8.1,115.2674135568662,1
1400000US37021002302,8.5,1732.770582676087,9
1400000US37031970801,9.2,7098.5181143630525,0
1400000US37045950400,10.2,299.5260880207383,5
1400000US37025040702,10.3,1420.0491473222728,8
1400000US37045950301,10.5,4679.174395636945,1
1400000US37035010201,9.3,6016.4173152445655,0
1400000US37017950500,10.2,16967.3627460516,0
1400000US37049960102,9.7,7619.612549323556,0
1400000US37049960403,7.9,2183.486864502452,3
1400000US37055970501,9.5,14364.534745213654,0
1400000US37035010101,9.1,4610.026261207674,1
1400000US37019020104,10.2,2508.762517688061,7
1400000US37063001503,9.9,381.7439690236485,26
1400000US37063002008,7.3,1977.6267765060368,16
1400000US37037020103,8.1,7790.508265155343,0
1400000US37039930300,9.5,14161.794967778622,0
1400000US37049960300,10.5,4981.026295974177,1
1400000US37049960401,8.8,3557.05158727903,1
1400000US37051001603,11.4,2283.349646005538,10
1400000US37063000600,9.0,1827.6190968526407,26
1400000US37063001807,10.3,1814.7621038761288,5
1400000US37063001502,9.9,425.2108465166513,21
1400000US37063001705,9.0,1247.5172701778342,24
1400000US37021002505,8.5,2642.479891568997,5
1400000US37063002017,7.8,2433.8668509602903,15
1400000US37025042504,8.3,1260.6301812902025,12
1400000US37023021000,10.0,4616.988656390539,2
1400000US37035010304,9.8,1212.402372361165,26
1400000US37021002703,8.7,6603.634059234084,0
1400000US37041930101,11.0,3320.2845498613938,2
1400000US37021001600,8.4,1754.113433845778,12
1400000US37025042501,8.8,97.84710913604025,17
1400000US37025041000,10.7,1192.085595432238,6
1400000US37017950100,10.6,17237.25893810734,0
1400000US37051000200,14.3,469.1449216694256,17
1400000US37051002401,13.3,2515.690324045369,12
1400000US37035010502,8.3,3552.6768551391283,3
1400000US37035011402,9.8,6727.907134956963,0
1400000US37057061202,9.6,3549.1119249708463,2
1400000US37057061804,9.9,6413.392281640716,0
1400000US37063002026,10.9,1080.1488656562713,27
1400000US37031970402,10.0,884.586866022354,4
1400000US37051003500,10.5,793.1865507811655,6
1400000US37061090200,10.8,8646.192611699378,0
1400000US37031970303,8.9,2356.6650060675165,4
1400000US37019020402,8.7,9567.097522605543,0
1400000US37063001501,10.9,358.1354943318944,26
1400000US37025042602,9.0,1597.1256185368811,8
1400000US37097060902,10.1,10097.929459713392,0
1400000US37067001400,11.9,307.4857811341732,30
1400000US37099950800,9.0,16115.543368006578,0
1400000US37081016407,8.4,1959.90519663292,26
1400000US37107011002,9.6,6110.053099743672,0
1400000US37067000802,13.1,173.72288240647927,38
1400000US37067002806,11.2,136.20380649413903,11
1400000US37081015705,9.4,1227.77211922537,16
1400000US37107010400,13.5,769.8341907853951,7
1400000US37071031102,10.0,216.70679768852065,13
1400000US37067000400,12.7,962.2945084061204,40
1400000US37067002809,8.8,1996.2445823588744,5
1400000US37081015703,8.7,2934.256667032396,19
1400000US37081014300,12.0,943.8929062482814,55
1400000US37091950300,11.3,10892.594157822186,0
1400000US37069060801,10.0,457.1764282759849,1
1400000US37081010702,12.3,299.1235666584233,61
1400000US37077970704,7.2,4500.130257148024,1
1400000US37089931901,8.5,1482.2629480010885,1
1400000US37109070202,8.8,4631.255200113372,2
1400000US37097061601,11.1,827.9767043994611,13
1400000US37081011904,10.9,2120.9505621223493,7
1400000US37087920500,9.5,7241.76002817889,0
1400000US37089930100,8.9,12771.788777573956,0
1400000US37081014408,11.9,751.5366449703318,45
1400000US37067003404,12.9,879.0760848626732,19
1400000US37085070500,10.1,3009.5949983170804,4
1400000US37081012503,8.7,884.2730029027022,27
1400000US37071032800,10.7,834.6071505696445,19
1400000US37071030101,9.0,5006.022001714504,0
1400000US37071030802,10.6,1595.5072685770874,7
1400000US37081012609,10.2,1251.827726958866,32
1400000US37067000302,12.4,825.1764756995645,40
1400000US37067003311,9.0,285.9738655100071,7
1400000US37077970102,9.9,10944.030571416562,0
1400000US37107010900,11.0,1691.8208898595317,2
1400000US37099950400,9.0,1330.0758078016754,2
1400000US37065021400,10.7,8985.948164036427,0
1400000US37081016409,8.5,1250.9660765683832,9
1400000US37109070201,9.5,922.7228491706464,8
1400000US37089931500,7.7,3058.1199058018383,4
1400000US37071032401,8.7,2752.337027007736,4
1400000US37097060300,12.1,1011.4641650834288,16
1400000US37085070401,9.9,5592.824630373299,0
1400000US37067003201,9.6,994.9364970757698,25
1400000US37067003703,9.3,860.3544828266653,4
1400000US37101041503,9.6,6478.769001360368,0
1400000US37081014407,9.2,605.1362944230843,23
1400000US37081012608,11.3,711.2445683421058,42
1400000US37081012510,7.9,1125.950468540035,23
1400000US37071030205,10.0,5997.123664960127,0
1400000US37081016102,9.6,877.5848472785755,54
1400000US37081010403,8.9,493.0409787628915,36
1400000US37071031003,9.2,781.5698398589043,9
1400000US37081016003,8.4,4062.75088131633,1
1400000US37071032301,9.5,1195.014140792449,5
1400000US37085070200,11.3,4134.533072194293,3
1400000US37097061303,8.8,344.2451144475487,7
1400000US37101041001,9.8,666.2532477367026,6
1400000US37093970300,11.1,295.2973869122487,3
1400000US37107011200,10.2,15917.007895826217,0
1400000US37071030502,9.6,6168.914666435846,0
1400000US37081016405,10.3,1085.6181771625909,57
1400000US37067002808,9.2,813.2459023606115,5
1400000US37067004007,8.3,3668.480302982955,1
1400000US37101040203,8.8,4495.196407031039,1
1400000US37081014409,9.6,1568.602615552216,15
1400000US37105030503,10.3,8046.342432233061,0
1400000US37097061204,8.3,4713.44761243508,1
1400000US37067000200,10.3,762.0501502456128,40
1400000US37067002801,9.0,1257.8382447146128,3
1400000US37071031701,10.0,5369.459904024135,0
1400000US37067003003,9.8,1836.975097392475,6
1400000US37071033500,9.9,2572.7128868387085,2
1400000US37067004015,8.8,630.5303663239781,3
1400000US37087920700,9.0,10401.143203153017,0
1400000US37067003309,10.5,1641.9933423495045,15
1400000US37105030102,8.3,974.987957153044,5
1400000US37081011000,14.6,611.5363642854454,41
1400000US37097061405,8.4,3302.214678392285,4
1400000US37067001100,9.5,983.4700106332256,38
1400000US37067003500,11.5,1537.0488501517134,13
1400000US37071030302,10.3,2943.636873627729,3
1400000US37083931000,10.5,13853.123029640949,0
1400000US37077970400,11.4,1174.680219218535,6
1400000US37097060603,10.9,1661.7650396018123,5
1400000US37081012804,11.5,453.52166339466135,31
1400000US37089930501,8.8,2850.2233153429006,9
1400000US37071031402,9.6,2144.667947551907,19
1400000US37071030402,9.7,4213.179795616726,5
1400000US37067004103,8.9,5296.210022181574,0
1400000US37081010300,10.4,818.8384493466788,36
1400000US37071033304,8.7,910.5506088614536,3
1400000US37081015500,10.8,1248.777997245852,6
1400000US37067002703,10.8,1270.5402183852357,28
1400000US37101041501,9.6,6204.026049431998,0
1400000US37105030300,12.0,1565.760357296735,10
1400000US37067002701,10.8,1049.3394305191837,18
1400000US37097061002,9.7,3273.91972481079,2
1400000US37081013601,12.2,440.93446298460594,32
1400000US37065020600,11.5,7021.193307161554,0
1400000US37081012611,10.8,1866.4775043286008,41
1400000US37081016410,9.5,1713.5315826700637,13
1400000US37097061104,9.4,3292.6277740261967,2
1400000US37065021100,10.5,2424.957950550158,4
1400000US37081016305,8.1,1375.3008484621146,11
1400000US37067002100,9.0,414.50660295139215,35
1400000US37081015200,9.6,3065.952376519837,1
1400000US37107011400,10.2,4997.6962295433,0
1400000US37087920200,9.7,1036.6011485128172,2
1400000US37089930401,9.1,2890.5799995273087,7
1400000US37071030203,9.5,4773.822680572049,1
1400000US37085070902,9.3,9373.347346191682,0
1400000US37081016505,9.1,2561.520604049905,31
1400000US37069060600,9.6,9757.328555740833,0
1400000US37067002501,7.8,1174.28611108594,42
1400000US37087921200,9.7,4514.326434083738,1
1400000US37097061502,8.9,431.1920392393741,5
1400000US37083930800,12.5,21128.986140896595,0
1400000US37107010100,11.4,5417.248668054648,0
1400000US37065020800,11.2,8515.905851038846,0
1400000US37067003904,8.8,1630.6592629225786,19
1400000US37089931100,9.4,584.8670751924984,9
1400000US37073970200,10.1,16484.20440958081,0
1400000US37101040201,10.0,8743.677627155625,0
1400000US37071031500,12.5,862.5112106222298,25
1400000US37077970601,9.7,6470.658163400455,0
1400000US37081012705,11.9,1352.7145704382976,26
1400000US37071030700,10.1,1776.453513617682,3
1400000US37097060901,9.5,13316.033698564255,0
1400000US37101040500,10.1,10775.248487331268,0
1400000US37071031201,9.1,1743.8389123179772,12
1400000US37097061203,8.8,3431.865517648217,3
1400000US37071032000,11.9,489.87562917457655,30
1400000US37097061304,8.8,1526.7174862056024,10
1400000US37067002502,7.8,1792.6095703029723,34
1400000US37079950102,9.4,9335.319871063806,0
1400000US37081010602,11.3,274.8411472902279,51
1400000US37085070700,10.2,2662.568094239541,3
1400000US37101041300,10.4,13642.6253193645,0
1400000US37073970300,10.3,10327.335346569374,0
1400000US37081012601,9.9,362.4871997506567,49
1400000US37083930100,12.3,1606.5483570868937,2
1400000US37081016007,8.6,938.9787306497826,18
1400000US37089931000,8.7,648.4634596322243,9
1400000US37081010500,8.4,738.7430139901326,51
1400000US37067003402,9.4,596.4348877583421,7
1400000US37075920200,9.7,5345.679111247005,0
1400000US37087920101,9.1,16241.370224255112,0
1400000US37081016005,8.1,3864.676956632263,5
1400000US37067004013,8.7,1739.69704816912,4
1400000US37105030501,8.4,4088.685284938106,6
1400000US37071030901,10.1,606.6664208896817,10
1400000US37069060302,11.7,1150.9288464740025,3
1400000US37071031704,10.2,4499.364228154987,1
1400000US37067002903,10.7,2671.499170298678,11
1400000US37097061102,9.3,2112.6059990095227,1
1400000US37097061403,9.1,1842.962243237144,7
1400000US37081010200,11.2,777.2624755660352,36
1400000US37089931700,8.1,1822.0263898932856,4
1400000US37081016103,9.7,827.8875208507338,47
1400000US37081012704,10.8,1092.7758697650847,19
1400000US37089932000,8.6,8984.865099349568,0
1400000US37105030702,9.5,5307.833529398324,0
1400000US37077970603,9.4,1805.5315285687025,6
1400000US37069060401,10.3,9693.81506180399,0
1400000US37081016011,9.8,377.5136224794983,58
1400000US37081016304,8.0,3202.201491388308,10
1400000US37101040302,10.4,2985.072563664869,3
1400000US37081017200,9.2,3287.592570494151,5
1400000US37065021600,10.5,15701.287818240702,0
1400000US37067003903,10.9,1342.8262593884274,29
1400000US37101040600,11.2,5778.018867683311,0
1400000US37071032702,8.8,1812.148116441136,13
1400000US37067002002,11.1,911.6500612748132,31
1400000US37077970300,11.1,3050.8049428773443,3
1400000US37095920100,10.2,55659.06184457575,0
1400000US37083930600,11.6,6326.553302731405,0
1400000US37081015901,8.8,1409.7909397418862,1
1400000US37071033203,10.7,1415.2776119590662,18
1400000US37081011601,10.2,256.9448601651074,55
1400000US37081014502,10.2,634.7617238060473,37
1400000US37075920300,10.7,8608.007954828267,0
1400000US37067002603,8.7,1695.015370971493,14
1400000US37097060200,13.5,1205.156860945264,10
1400000US37089930502,8.6,2331.2601885996364,5
1400000US37079950101,10.7,4663.781080182451,1
1400000US37081016502,8.5,1411.5906578407644,12
1400000US37101040800,9.7,2155.348534460385,4
1400000US37105030602,9.1,6327.757473813761,0
1400000US37087920900,9.8,704.7229862963005,3
1400000US37085070802,10.3,1025.9494092708328,1
1400000US37067004104,8.6,2921.726084870801,1
1400000US37081012508,8.9,540.5580996502973,38
1400000US37067001601,11.3,501.7443029770952,23
1400000US37097061402,8.5,3035.9734311089987,2
1400000US37071031004,9.3,1236.5831880670287,10
1400000US37081012707,13.0,611.2280785357973,28
1400000US37085071204,9.0,10922.626165769929,0
1400000US37103920300,10.7,17364.267378738376,0
1400000US37081010100,12.3,1023.3680300065788,28
1400000US37087921302,9.4,12489.850914851522,0
1400000US37067001901,12.3,544.1096941608184,32
1400000US37071031001,10.8,1521.3153614261264,4
1400000US37085071301,9.6,12167.604111483795,0
1400000US37069060200,9.8,16946.61765695512,0
1400000US37081016702,9.4,5784.606646400775,0
1400000US37081016203,7.9,3869.765931031355,10
1400000US37085071002,9.3,10592.109014157011,0
1400000US37067003004,9.2,608.7039398531775,13
1400000US37101040901,9.2,3384.2153453741234,1
1400000US37085071101,9.9,13223.61286251685,0
1400000US37081012617,10.6,652.2373452625372,40
1400000US37081014412,9.4,1732.8632213977974,21
1400000US37085071401,10.1,5677.270507413136,0
1400000US37081016204,7.8,1670.4658847697438,31
1400000US37107010300,15.9,1109.322795772727,7
1400000US37067003108,10.6,2697.9769155435606,13
1400000US37087921301,9.0,10661.280279367984,0
1400000US37089930703,8.9,3349.9832469937724,1
1400000US37081015707,8.9,3238.452784904359,11
1400000US37093970401,12.1,8954.506810153884,0
1400000US37081014410,9.9,904.9202319630024,16
1400000US37067003804,9.0,505.3774606416868,15
1400000US37067004102,9.7,5157.178871824585,0
1400000US37081012607,9.5,646.2270198003974,41
1400000US37077970101,10.3,16210.190742606608,0
1400000US37081014000,10.5,432.2089454983017,56
1400000US37081016600,9.7,846.897102582524,1
1400000US37071032505,9.7,778.1944738451774,15
1400000US37067003105,9.8,2836.162508486504,2
1400000US37085070904,9.3,8288.353167163319,0
1400000US37097060801,10.1,10603.9522923473,0
1400000US37067000700,12.6,204.29729175617211,39
1400000US37107010600,10.1,1365.0663438689537,7
1400000US37081010701,8.8,625.5385752571217,58
1400000US37081017000,9.1,7802.563137803047,0
1400000US37085071201,9.9,12851.440046276228,0
1400000US37071033307,9.7,5708.710312216542,0
1400000US37071031301,9.7,2702.6965616727084,9
1400000US37067003307,9.0,492.102266450947,24
1400000US37067001300,10.6,472.4346703112215,36
1400000US37081012509,7.8,1444.7745003262658,45
1400000US37101041101,9.0,5730.393091327513,0
1400000US37107010800,9.8,1911.178191261336,7
1400000US37081013800,12.9,312.16295167364325,37
1400000US37089930300,9.1,3749.9738180412087,2
1400000US37071032507,8.9,2714.773916542911,7
1400000US37099950700,9.7,14029.829343956855,0
1400000US37081011400,13.9,1411.1022047386775,56
1400000US37067003314,9.1,3173.397947387416,7
1400000US37077970701,9.5,11375.16765893962,0
1400000US37071033303,8.4,1067.391966908889,7
1400000US37103920100,10.8,19529.592518367248,0
1400000US37097061408,8.8,5449.878830018202,0
1400000US37067004011,9.0,1458.3478054317063,6
1400000US37097060500,9.3,1026.6873127137308,18
1400000US37087920400,9.6,2321.734385875205,2
1400000US37089930702,8.5,7865.317384954787,0
1400000US37067003908,7.9,1839.572368348397,14
1400000US37097060703,9.2,3062.1736212294586,2
1400000US37071032508,8.9,4754.630570396116,1
1400000US37093970101,10.4,6421.617948625997,0
1400000US37101041201,10.1,3372.0075637677583,1
1400000US37089930800,8.8,1571.3626513359186,6
1400000US37077970703,10.9,3173.278631040548,2
1400000US37081016009,8.4,559.9901460239265,15
1400000US37071030601,9.7,2403.907462635627,3
1400000US37067001000,9.4,1294.451022821628,43
1400000US37097060702,9.5,7209.205297550269,0
1400000US37097061407,8.8,1296.709017655102,6
1400000US37065021000,11.6,2214.062060026326,4
1400000US37081011102,12.1,1552.328989947779,38
1400000US37089931902,8.6,7061.758328812151,0
1400000US37081016506,8.7,1976.4204813921212,23
1400000US37097060602,8.5,3544.5281629723986,4
1400000US37067004005,8.3,2536.4859973547523,4
1400000US37067004009,8.6,2412.540397843563,1
1400000US37067003803,9.3,2376.3927239594705,12
1400000US37097061001,9.2,5102.147973526688,0
1400000US37071032302,10.5,549.4419021841859,10
1400000US37097061602,8.7,837.1665858099848,5
1400000US37071032900,10.4,703.8779745515284,24
1400000US37065020700,11.0,11491.235802126324,0
1400000US37081012504,9.6,564.8483283156534,62
1400000US37081014406,11.2,1026.6761244905465,17
1400000US37071032402,8.6,5873.572801074484,0
1400000US37071030204,9.0,2674.191179956377,5
1400000US37067002200,8.3,666.519571348889,35
1400000US37071032704,9.9,2189.563529220218,21
1400000US37081015300,9.1,4704.9728451611845,1
1400000US37087920300,9.8,2422.544493974162,1
1400000US37081016406,9.2,318.7742698436801,40
1400000US37107011300,11.0,5885.400560885843,0
1400000US37101041103,9.0,5331.647600400574,0
1400000US37085070901,9.5,8342.307496047286,0
1400000US37081016800,9.9,2587.682393471248,9
1400000US37089931802,8.2,3448.03656072729,1
1400000US37097060701,9.8,1898.001799276696,1
1400000US37067003909,8.3,1262.161597555933,19
1400000US37083930501,11.8,2430.786941215729,4
1400000US37071030401,9.6,6455.158067383325,0
1400000US37087920600,8.9,3820.064654280213,1
1400000US37081010800,9.1,870.1559813802926,57
1400000US37103920200,11.5,18226.651089896182,0
1400000US37067000301,14.3,1493.2379340068317,38
1400000US37089931600,8.9,3428.0789440376902,5
1400000US37071030501,10.0,4027.712059005,5
1400000US37069060700,10.1,11629.45757281437,0
1400000US37067002702,11.5,786.536582631165,25
1400000US37081012706,12.9,909.1943316750668,26
1400000US37101041502,9.2,6489.812627265316,0
1400000US37067002901,10.6,4774.017982515894,2
1400000US37081016306,8.7,1842.0574736354124,12
1400000US37097061406,8.2,6147.9112880882485,0
1400000US37067003905,9.0,629.4415046125856,27
1400000US37099950300,9.6,5789.322201183558,0
1400000US37071031101,10.1,604.9079973930284,10
1400000US37089930200,9.6,8572.513860534853,0
1400000US37067000500,13.8,836.1119998149056,38
1400000US37087920102,9.1,16544.219788648443,0
1400000US37109070100,9.9,617.1918266687807,10
1400000US37097061302,9.8,5413.194506080172,0
1400000US37067000801,16.2,360.8475501984887,34
1400000US37067002804,9.6,2188.836703307743,15
1400000US37097061003,9.7,1992.61129241275,14
1400000US37101040902,9.6,2116.14333319356,2
1400000US37081014200,12.4,805.2244725288402,52
1400000US37067003312,9.0,3198.158486748394,4
1400000US37087921100,9.5,2668.3804810054453,3
1400000US37087921000,9.1,2788.2587793359035,2
1400000US37081014411,11.8,1035.5071383608092,22
1400000US37101040301,11.2,4118.53187429898,2
1400000US37081016205,8.4,1694.4873522740377,24
1400000US37081011101,13.0,372.4067391706385,34
1400000US37073970100,9.9,23229.542353031087,0
1400000US37071030102,9.5,379.37956266538265,7
1400000US37081016701,9.7,2276.2153957751484,5
1400000US37067001800,11.8,747.2727285267599,31
1400000US37081015600,8.6,5184.681176188991,0
1400000US37081011200,13.8,503.1380365934873,52
1400000US37093970202,11.4,3647.68280678359,1
1400000US37067003600,9.6,2025.137296726172,10
1400000US37085070300,10.5,3864.533223424001,6
1400000US37109070300,9.7,3642.6193561789287,5
1400000US37065021500,10.9,13436.37352045964,0
1400000US37077970602,9.5,6348.689580400795,0
1400000US37081012805,11.4,1045.860260289976,31
1400000US37091950401,10.3,2694.3160273599387,2
1400000US37067004014,8.7,1035.2916927280469,6
1400000US37067003310,10.0,2114.4536356545555,11
1400000US37097061404,8.3,1108.0017233423148,4
1400000US37083930900,13.1,688.8238730105568,1
1400000US37081011905,11.0,1951.9876078148427,12
1400000US37097061201,9.0,2155.115880258909,5
1400000US37091950200,10.6,3836.9369592384087,1
1400000US37071031800,11.8,884.4744442570739,21
1400000US37079950200,10.6,11021.488018225367,0
1400000US37071031401,11.1,1243.996798305642,24
1400000US37065021200,10.8,1474.7166783780056,6
1400000US37067001200,7.9,1610.8420433492254,44
1400000US37071032506,10.1,1659.9830335074987,9
1400000US37105030401,10.3,1737.9720830081542,12
1400000US37099950900,8.3,22490.49871279342,0
1400000US37089931200,9.6,637.4907552130525,9
1400000US37067002001,12.1,848.396231032451,28
1400000US37099940200,11.3,6486.983485874775,0
1400000US37081010401,8.2,813.0269352238624,50
1400000US37091950100,11.6,5404.223003164411,0
1400000US37087920800,8.9,3776.9342456310615,1
1400000US37071033400,10.7,222.9796862560096,4
1400000US37105030200,11.3,726.1825498415083,11
1400000US37097061103,9.7,4422.111840659184,1
1400000US37081015401,9.3,4547.24129204007,1
1400000US37081016408,8.0,2877.3550098763285,19
1400000US37071030301,10.0,6901.200093674887,0
1400000US37081015100,9.3,9364.44486338756,0
1400000US37071031703,9.9,3576.250083200956,10
1400000US37069060301,9.6,3734.35670202616,2
1400000US37081013602,11.0,764.104379665146,30
1400000US37101040202,9.8,5628.233953932144,0
1400000US37085070600,10.3,10895.866045387304,0
1400000US37081012610,9.9,1427.4712448250568,44
1400000US37089930402,9.3,5374.195574388398,0
1400000US37067002807,9.9,3461.788083369165,5
1400000US37071031600,10.8,2225.602082293417,7
1400000US37085070801,9.9,3996.2694554884633,1
1400000US37085070100,10.9,2479.3772196933432,4
1400000US37099950500,9.2,8284.86607514954,0
1400000US37081015706,8.4,5468.683863360601,0
1400000US37107011001,9.9,1109.137629604811,1
1400000US37101041400,10.6,1677.2400232329676,3
1400000US37099950600,10.6,7325.153204369281,0
1400000US37067003702,9.8,1470.4445389113066,22
1400000US37081016503,9.4,222.04026102627208,47
1400000US37081010404,7.5,1347.8139519065896,44
1400000US37081010900,9.4,313.0626012904104,49
1400000US37067003315,9.5,357.693915751307,25
1400000US37071033305,9.8,2830.867631946445,5
1400000US37081015402,10.5,965.226376093816,3
1400000US37067003002,10.5,2987.9063905140297,9
1400000US37105030502,9.9,3435.122011621552,3
1400000US37069060502,9.1,3870.991489398108,3
1400000US37069060501,8.7,1769.3721667741052,4
1400000US37067000100,8.6,131.06358405575904,41
1400000US37089931300,9.2,809.2958991874716,9
1400000US37089930600,8.6,1113.3374816648156,12
1400000US37105030101,9.8,1221.3113884008956,8
1400000US37093970201,10.6,3814.865797915948,1
1400000US37081012703,8.8,1355.2169110848236,26
1400000US37085071102,9.9,11862.832596551312,0
1400000US37097060802,9.7,4732.868235224282,1
1400000US37105030601,8.5,3408.11131705319,1
1400000US37067003403,10.6,704.1051095203203,16
1400000US37067003806,9.0,1854.1217437044104,16
1400000US37101041202,10.5,5627.311711975738,0
1400000US37067004012,9.1,1737.3983873725988,8
1400000US37081010601,9.5,790.1170690710079,50
1400000US37081012803,10.6,2364.380430526765,15
1400000US37101041002,9.4,2254.220824639203,4
1400000US37081012505,7.7,1595.204100594674,54
1400000US37077970702,12.0,1283.6745621746047,4
1400000US37071031302,10.4,1900.3865555307957,10
1400000US37083931100,11.6,1289.236964973287,3
1400000US37067002904,9.8,4786.185065217281,1
1400000US37081016008,8.3,2620.145906691165,9
1400000US37067000600,13.3,626.9727803859097,41
1400000US37081017100,8.6,2356.6092948511896,1
1400000US37067003202,9.9,439.8970803101644,25
1400000US37081012612,11.4,1025.991314250571,33
1400000US37071031900,12.8,1204.6337514895574,28
1400000US37101040100,10.5,658.3166613992317,3
1400000US37097060400,11.6,1193.58591561811,12
1400000US37067002604,8.8,1974.5710857178672,8
1400000US37105030701,9.3,4846.261613446556,2
1400000US37081014503,12.3,962.179884401252,27
1400000US37071030801,10.7,1289.297706588016,3
1400000US37105030402,10.6,2293.4866509804965,9
1400000US37085071001,8.9,9417.581796569177,0
1400000US37107010200,12.6,3466.3063549904564,7
1400000US37085071203,9.9,3522.3078223764364,2
1400000US37097061301,9.9,5307.155904496865,0
1400000US37101040700,10.5,433.39146723941326,9
1400000US37099950200,9.3,5187.061878486167,0
1400000US37093970102,9.6,3296.167668632598,1
1400000US37081016303,8.4,3650.429745486846,6
1400000US37067003308,8.8,2279.364666312215,13
1400000US37097061401,8.0,4565.232362629004,1
1400000US37083930200,9.7,1393.619521022102,7
1400000US37081015800,8.3,849.4489558091716,1
1400000US37097061205,8.9,5274.256665334881,0
1400000US37071032200,9.5,3516.562181668982,6
1400000US37065020900,13.0,3324.1946644626114,2
1400000US37085071402,10.1,6043.360140668399,0
1400000US37067003701,11.4,999.6123479451444,33
1400000US37079950300,11.0,3070.2207093433976,1
1400000US37081016006,8.5,1663.03825982152,9
1400000US37085071302,9.5,11872.921512300964,0
1400000US37067001700,11.0,1716.4003050780022,26
1400000US37069060100,10.7,9615.759858566253,0
1400000US37097061202,9.4,868.0724276226913,3
1400000US37077970200,10.5,4475.096869554826,2
1400000US37075920100,9.7,5039.5083773204615,0
1400000US37093970402,13.3,8971.820838051905,0
1400000US37067001602,13.1,854.5750797899822,34
1400000US37107010700,12.8,1370.0804353044782,7
1400000US37093970103,10.0,3175.4739740815508,1
1400000US37071032100,10.7,215.0588898481642,19
1400000US37107010500,13.2,1446.3019993427306,9
1400000US37081012511,7.6,2473.7729582513484,42
1400000US37071032703,10.5,1595.0006994782425,24
1400000US37071033100,11.2,1002.822386698275,18
1400000US37097060601,10.0,855.392744119018,15
1400000US37081014501,11.1,837.0870458466449,48
1400000US37067002601,8.0,1486.0747567046303,26
1400000US37081016201,8.1,2295.9218199671586,14
1400000US37091950402,11.9,3581.0518603266955,2
1400000US37067003106,9.3,8318.306504782719,0
1400000US37107011100,11.1,675.619571598062,2
1400000US37101040400,9.7,6697.034681342665,0
1400000US37081015704,8.8,2878.023853194238,5
1400000US37085070903,9.2,6879.111351948074,0
1400000US37067003107,9.3,1519.9580504270716,15
1400000US37065021300,10.4,4167.929071620027,1
1400000US37071033202,9.7,1090.7718648069654,8
1400000US37085070402,10.1,8310.594805043966,0
